Title,Description,Price Range,Link,Image Path,Colors
Memoirs™ Stately,Widespread bathroom sink faucets with lever handles,$581.02 - $842.51,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/memoirs-widespread-bathroom-sink-faucet-with-deco-lever-handles-454-4v?skuId=454-4V-CP,kohler\K-454-4V-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Pinstripe™,Widespread bathroom sink faucets with lever handles,"$1,061.14 - $1,432.54",/en/products/bathroom-faucets/shop-bathroom-sink-faucets/pinstripe-pure-widespread-bathroom-sink-faucet-with-lever-handles-13132-4a?skuId=13132-4A-CP,kohler\K-13132-4A-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Nickel"
Pinstripe™ Pure,Widespread bathroom sink faucets with cross handles,"$1,061.14 - $1,432.54",/en/products/bathroom-faucets/shop-bathroom-sink-faucets/pinstripe-pure-widespread-bathroom-sink-faucet-with-cross-handles-13132-3a?skuId=13132-3A-CP,kohler\K-13132-3A-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Nickel"
Riff™,Widespread bathroom sink faucets with lever handles,$348.75 - $505.69,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/riff-widespread-bathroom-sink-faucet-27399-4k?skuId=27399-4K-CP,kohler\K-27399-4K-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Taut™,Widespread bathroom sink faucets with lever handles,$374.40 - $542.89,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/taut-widespread-faucet-97100-4?skuId=97100-4-CP,kohler\K-97100-4-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Venza™,Widespread bathroom sink faucets with lever handles,$277.50 - $374.62,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/venza-widespread-bathroom-sink-faucet-1-0-gpm-28125-4k?skuId=28125-4K-CP,kohler\K-28125-4K-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel,Matte Black"
Coralais™,Widespread bathroom sink faucets with lever handles,$322.54,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/coralais-widespread-bathroom-sink-faucet-with-lever-handles-pop-up-drain-and-lift-rod-15261-4ra?skuId=15261-4RA-CP,kohler\K-15261-4RA-CP.jpg,Polished Chrome
Coralais™,Widespread bathroom sink faucets with lever handles,$243.45,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/coralais-widespread-bathroom-sink-faucet-with-lever-handles-less-drain-and-lift-rod-15265-4ndra?skuId=15265-4NDRA-CP,kohler\K-15265-4NDRA-CP.jpg,Polished Chrome
Artifacts™,Cross bathroom sink faucet handles,$281.25 - $450.00,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/artifacts-widespread-faucet-handles-98068-3?skuId=98068-3-CP,kohler\K-98068-3-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Artifacts™,Lever bathroom sink faucet handles,$260.44 - $416.70,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/artifacts-bathroom-sink-lever-handles-98068-4?skuId=98068-4-CP,kohler\K-98068-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Artifacts™,Lever bathroom sink faucet handles,$365.74 - $585.19,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/artifacts-widespread-bathroom-sink-faucet-handles-98068-6?skuId=98068-6-CP,kohler\K-98068-6-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Artifacts™,Lever bathroom sink faucet handles,"$851.62 - $1,362.60",/en/products/bathroom-faucets/shop-bathroom-sink-faucets/artifacts-widespread-bathroom-sink-faucet-handles-98068-6hwl?skuId=98068-6HWL-CP,kohler\K-98068-6HWL-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Artifacts™,Lever bathroom sink faucet handles,"$696.82 - $1,114.95",/en/products/bathroom-faucets/shop-bathroom-sink-faucets/artifacts-widespread-bathroom-sink-faucet-handles-98068-6nro?skuId=98068-6NRO-CP,kohler\K-98068-6NRO-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Knob bathroom sink faucet handles,$262.69 - $420.30,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-bathroom-sink-handles-w-oyl-design-77974-8?skuId=77974-8-CP,kohler\K-77974-8-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Knob bathroom sink faucet handles,$268.24 - $429.19,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-bathroom-sink-handles-w-industrial-design-77974-9?skuId=77974-9-CP,kohler\K-77974-9-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Lever bathroom sink faucet handles,$243.82 - $390.15,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-bathroom-sink-handles-w-lever-design-77974-4?skuId=77974-4-CP,kohler\K-77974-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Rose Gold,Vibrant Brushed Nickel"
Occasion™,Cross bathroom sink faucet handles,$275.40 - $440.66,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-cross-bathroom-sink-faucet-handles-27010-3?skuId=27010-3-CP,kohler\K-27010-3-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
Occasion™,Knob bathroom sink faucet handles,$275.40 - $440.66,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-knob-bathroom-sink-faucet-handles-27010-9?skuId=27010-9-CP,kohler\K-27010-9-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
Occasion™,Lever bathroom sink faucet handles,$244.80 - $391.69,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-lever-bathroom-sink-faucet-handles-27010-4?skuId=27010-4-CP,kohler\K-27010-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
Title,Description,Price Range,Link,Image Path,Colors
Tone™,Centerset bathroom sink faucets with lever handles,$225.00 - $326.25,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/tone-centerset-bathroom-sink-faucet-1-0-gpm-27414-4k?skuId=27414-4K-CP,kohler\K-27414-4K-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Polished Chrome with Matte Black,Vibrant Brushed Nickel,Matte Black"
Devonshire™,Centerset bathroom sink faucets with lever handles,$174.37 - $252.86,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/devonshire-centerset-bathroom-sink-faucet-with-lever-handles-393-n4?skuId=393-N4-CP,kohler\K-393-N4-CP.jpg,"Polished Chrome,Vibrant Polished Brass,Vibrant Brushed Nickel,Oil-Rubbed Bronze"
Simplice™,Centerset bathroom sink faucets with lever handles,$162.00 - $218.70,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/simplice-centerset-bathroom-sink-faucet-1-0-gpm-27388-4k?skuId=27388-4K-CP,kohler\K-27388-4K-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel,Matte Black"
Alteo™,Centerset bathroom sink faucets with lever handles,$174.52 - $235.61,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/alteo-centerset-bathroom-sink-faucet-with-lever-handles-45100-4?skuId=45100-4-CP,kohler\K-45100-4-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel"
Bellera™,Centerset bathroom sink faucets with lever handles,$162.00 - $234.90,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/bellera-centerset-bathroom-sink-faucet-1-0-gpm-27378-4k?skuId=27378-4K-CP,kohler\K-27378-4K-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel,Oil-Rubbed Bronze"
Hint™,Centerset bathroom sink faucets with lever handles,$163.50 - $237.07,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/hint-centerset-bathroom-sink-faucet-97094-4?skuId=97094-4-CP,kohler\K-97094-4-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Riff™,Centerset bathroom sink faucets with lever handles,$225.00 - $326.25,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/riff-centerset-bathroom-sink-faucet-1-0-gpm-27398-4k?skuId=27398-4K-CP,kohler\K-27398-4K-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Title not found for product ID: No ID,Description not found,Price not found,/en/products/kohler-collections/studio-mcgee-collection/shop-castia-bath-faucet-and-accessory-collection,Image not found,
Taut™,Centerset bathroom sink faucets with lever handles,$241.99 - $350.89,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/taut-centerset-bathroom-sink-faucet-97031-4?skuId=97031-4-CP,kohler\K-97031-4-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Venza™,Centerset bathroom sink faucets with lever handles,$143.25 - $193.39,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/venza-centerset-bathroom-sink-faucet-1-0-gpm-28124-4k?skuId=28124-4K-CP,kohler\K-28124-4K-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel,Matte Black"
Coralais™,Centerset bathroom sink faucets with lever handles,$167.25,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/coralais-two-handle-centerset-bathroom-sink-faucet-with-metal-pop-up-drain-and-lift-rod-15241-4ra?skuId=15241-4RA-CP,kohler\K-15241-4RA-CP.jpg,Polished Chrome
Coralais™,Centerset bathroom sink faucets with lever handles,$159.04,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/coralais-two-handle-centerset-bathroom-sink-faucet-with-plastic-pop-up-drain-and-lift-rod-15241-4dra?skuId=15241-4DRA-CP,kohler\K-15241-4DRA-CP.jpg,Polished Chrome
Coralais™,Centerset bathroom sink faucets,$143.10,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/coralais-single-handle-centerset-lavatory-faucet-0-35-gpm-15583-4ata?skuId=15583-4ATA-CP,kohler\K-15583-4ATA-CP.jpg,Polished Chrome
Coralais™,Centerset bathroom sink faucets with lever handle,$147.34,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/coralais-single-handle-centerset-bathroom-sink-faucet-less-drain-15182-4ndra?skuId=15182-4NDRA-CP,kohler\K-15182-4NDRA-CP.jpg,Polished Chrome
Title,Description,Price Range,Link,Image Path,Colors
Castia™ by Studio McGee,Wall-mount bathroom sink faucets with cross handles,$450.00 - $652.50,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/castia-by-studio-mcgee-wall-mount-bathroom-sink-faucet-trim-1-2-gpm-t35909-3?skuId=T35909-3-CP,kohler\K-T35909-3-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Purist™,Wall-mount bathroom sink faucets with cross handles,$470.55 - $752.89,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/purist-widespread-wall-mount-bathroom-sink-faucet-trim-with-6-1-4-spout-and-cross-handles-requires-valve-t14413-3?skuId=T14413-3-CP,kohler\K-T14413-3-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Purist™,Wall-mount bathroom sink faucets with lever handles,$470.55 - $752.89,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/purist-widespread-wall-mount-bathroom-sink-faucet-trim-with-6-1-4-spout-and-lever-handles-requires-valve-t14413-4?skuId=T14413-4-CP,kohler\K-T14413-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Purist™,Wall-mount bathroom sink faucets with cross handles,$523.05 - $836.89,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/purist-wall-mount-bathroom-sink-faucet-trim-with-9-90-degree-angle-spout-and-cross-handles-requires-valve-t14414-3?skuId=T14414-3-CP,kohler\K-T14414-3-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Purist™,Wall-mount bathroom sink faucets with lever handles,$523.05 - $836.89,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/purist-wall-mount-bathroom-sink-faucet-trim-with-9-90-degree-angle-spout-and-lever-handles-requires-valve-t14414-4?skuId=T14414-4-CP,kohler\K-T14414-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Tone™,Wall-mount bathroom sink faucets with lever handle,$383.62 - $556.27,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/tone-wall-mount-single-handle-bathroom-sink-faucet-26438-4?skuId=26438-4-CP,kohler\K-26438-4-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Polished Chrome with Matte Black,Vibrant Brushed Nickel,Matte Black"
Tone™,Wall-mount bathroom sink faucets with lever handles,$252.75 - $366.49,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/tone-wall-mount-bathroom-sink-faucet-trim-t26439-4?skuId=T26439-4-CP,kohler\K-T26439-4-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Polished Chrome with Matte Black,Vibrant Brushed Nickel,Matte Black"
Title not found for product ID: No ID,Description not found,Price not found,/en/products/kohler-collections/studio-mcgee-collection/shop-castia-bath-faucet-and-accessory-collection,Image not found,
Avid™,Wall-mount bathroom sink faucets with lever handle,$643.42 - $933.00,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/avid-single-handle-wall-mount-bathroom-faucet-97358-4?skuId=97358-4-CP,kohler\K-97358-4-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Parallel™,Wall-mount bathroom sink faucets with lever handle,$590.25 - $944.40,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/parallel-wall-mount-single-handle-bathroom-sink-faucet-22567-4?skuId=22567-4-CP,kohler\K-22567-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Parallel™,Wall-mount bathroom sink faucets with lever handles,$421.61 - $674.59,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/parallel-wall-mount-bathroom-sink-faucet-trim-t27120-4?skuId=T27120-4-CP,kohler\K-T27120-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Riff™,Wall-mount bathroom sink faucets with lever handle,$383.62 - $556.27,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/riff-wall-mount-single-handle-bathroom-sink-faucet-26431-4?skuId=26431-4-CP,kohler\K-26431-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Riff™,Wall-mount bathroom sink faucets with lever handles,$252.75 - $366.49,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/riff-wall-mount-bathroom-sink-faucet-trim-t26432-4?skuId=T26432-4-CP,kohler\K-T26432-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Components™,Wall-mount knob bathroom sink faucet handles,$262.69 - $420.30,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-wall-mount-bathroom-sink-faucet-trim-with-oyl-handles-t77981-8?skuId=T77981-8-CP,kohler\K-T77981-8-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Wall-mount knob bathroom sink faucet handles,$262.69 - $420.30,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-wall-mount-bathroom-sink-faucet-trim-with-industrial-handles-t77981-9?skuId=T77981-9-CP,kohler\K-T77981-9-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Wall-mount lever bathroom sink faucet handles,$382.05 - $611.29,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-wall-mount-bathroom-sink-faucet-handle-77980-4?skuId=77980-4-CP,kohler\K-77980-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Wall-mount lever bathroom sink faucet handles,$382.05 - $611.29,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-wall-mount-bathroom-sink-faucet-handle-77980-4a?skuId=77980-4A-CP,kohler\K-77980-4A-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Components™,Wall-mount lever bathroom sink faucet handles,$238.80 - $382.09,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/components-wall-mount-bathroom-sink-faucet-trim-with-lever-handles-t77981-4?skuId=T77981-4-CP,kohler\K-T77981-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Vibrant Brushed Bronze"
Occasion™,Wall-mount cross bathroom sink faucet handles,$270.00 - $432.00,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-wall-mount-bathroom-sink-faucet-cross-handle-trim-t27013-3?skuId=T27013-3-CP,kohler\K-T27013-3-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
Occasion™,Wall-mount knob bathroom sink faucet handles,$270.00 - $432.00,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-wall-mount-bathroom-sink-faucet-knob-handle-trim-t27013-9?skuId=T27013-9-CP,kohler\K-T27013-9-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
Occasion™,Wall-mount lever bathroom sink faucet handles,"$637.50 - $1,020.00",/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-wall-mount-bathroom-sink-faucet-handle-27012-4?skuId=27012-4-CP,kohler\K-27012-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
Occasion™,Wall-mount lever bathroom sink faucet handles,$240.00 - $384.00,/en/products/bathroom-faucets/shop-bathroom-sink-faucets/occasion-wall-mount-bathroom-sink-faucet-lever-handle-trim-t27013-4?skuId=T27013-4-CP,kohler\K-T27013-4-CP.jpg,"Polished Chrome,Vibrant Polished Nickel,Vibrant Titanium,Vibrant French Gold,Vibrant Brushed Moderne Brass,Matte Black with Moderne Brass,Vibrant Brushed Nickel"
